Date,Open,High,Low,Close,Adj Close,Volume
2017-04-01,108.309998,109.699997,108.300003,109.250000,100.006790,46050300
2017-05-01,108.860001,109.809998,108.339996,109.760002,100.679672,45179700
2017-06-01,109.360001,110.239998,109.339996,109.510002,100.670570,53904900
2017-07-01,109.300003,109.959999,108.820000,109.650002,101.010963,45880700
2017-08-01,109.379997,110.489998,109.360001,110.449997,101.957397,56347300
2017-09-01,110.190002,110.660004,109.510002,109.589996,101.376175,48122600
2017-10-01,109.430000,109.870003,108.949997,109.470001,101.476494,50819100
2017-11-01,109.169998,109.629997,108.959999,109.190002,101.427017,77900000
2017-12-01,109.019997,109.550003,108.709999,109.330002,101.769058,58281600
2018-01-01,109.260002,109.309998,107.879997,108.099998,100.871025,91779900
2018-02-01,107.750000,107.830002,106.260002,106.769997,99.629967,92757600
2018-03-01,106.540001,107.260002,106.080002,107.250000,100.302422,79620800
2018-04-01,106.900002,107.059998,105.599998,106.000000,99.352097,96179600
2018-05-01,105.730003,107.000000,105.000000,106.459999,100.009819,62416700
2018-06-01,105.949997,106.419998,105.379997,106.320000,100.104958,71540800
2018-07-01,106.099998,106.550003,105.889999,106.059998,100.094254,66007600
2018-08-01,105.550003,106.730003,105.510002,106.410004,100.641350,71412300
2018-09-01,106.019997,106.269997,105.180000,105.519997,100.036339,58736300
2018-10-01,105.349998,105.459999,104.190002,104.589996,99.371300,126969400
2018-11-01,104.220001,104.989998,103.940002,104.879997,99.885391,90057900
2018-12-01,104.690002,106.510002,104.629997,106.489998,101.918602,149193000
2019-01-01,106.550003,107.529999,106.279999,107.459999,103.298843,134324700
2019-02-01,107.089996,107.570000,106.769997,107.070000,102.923965,98692700
2019-03-01,106.769997,109.180000,106.610001,109.070000,105.108643,90256500
2019-04-01,108.620003,108.750000,108.019997,108.589996,104.907684,91743700
2019-05-01,108.470001,110.639999,108.099998,110.400002,106.913139,95192000
2019-06-01,110.260002,111.570000,110.129997,111.349998,108.091911,78698500
2019-07-01,111.250000,111.599998,110.639999,111.300003,108.298454,81488700
2019-08-01,111.339996,114.300003,111.260002,114.129997,111.304016,93527400
2019-09-01,113.860001,114.120003,111.750000,113.169998,110.626221,71980300
2019-10-01,112.709999,113.830002,112.309998,113.150002,110.862137,76619100
2019-11-01,112.980003,113.160004,111.639999,112.860001,110.827728,69652300
2019-12-01,112.309998,113.129997,112.129997,112.370003,110.591873,110950000
2020-01-01,112.680000,114.669998,112.459999,114.650002,113.274811,100134200
2020-02-01,114.199997,116.339996,113.760002,116.220001,114.825989,125741800
2020-03-01,116.290001,119.269997,105.559998,115.370003,114.228287,307313500
2020-04-01,115.379997,117.620003,114.279999,117.099998,116.180077,134466500
2020-05-01,116.970001,117.709999,116.070000,117.650002,116.978233,109393100
2020-06-01,117.349998,118.320000,116.480003,118.209999,117.772385,111888700
