Date,Open,High,Low,Close,Adj Close,Volume
2017-04-01,235.800003,239.529999,232.509995,238.080002,223.601120,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,226.756760,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,227.094879,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,232.892838,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,233.572357,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,237.102036,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,243.893478,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,251.348328,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,253.102966,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,268.734192,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,258.962952,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,250.859970,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,253.166336,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,259.320587,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,259.645996,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,270.474091,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,279.107544,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,279.501770,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,261.364807,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,266.212921,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,241.363800,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,262.211121,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,270.710846,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,274.402283,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,286.870270,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,268.576202,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,285.875031,1340324000
2019-07-01,296.679993,302.230011,294.329987,297.429993,291.608765,1110504200
2019-08-01,297.600006,300.869995,281.720001,292.450012,286.726257,2031106700
2019-09-01,290.570007,302.630005,289.269989,296.769989,290.961700,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,298.766663,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,309.581451,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,317.017883,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,318.447845,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,293.237701,2109553700
2020-03-01,298.209991,313.839996,218.259995,257.750000,255.120544,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,289.207336,2819211100
2020-05-01,285.309998,306.839996,272.989990,304.320007,302.986694,1910937500
2020-06-01,303.619995,323.410004,296.739990,308.359985,307.008972,2358080400
