Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,235.800003,237.389999,233.910004,235.199997,220.896225,394361400
2017-04-10,235.360001,236.259995,232.509995,232.509995,218.369843,330405400
2017-04-17,233.110001,235.850006,232.880005,234.589996,220.323349,423293100
2017-04-24,237.179993,239.529999,234.559998,238.080002,223.601120,401553800
2017-05-01,238.679993,239.720001,237.699997,239.699997,225.122589,320859900
2017-05-08,239.750000,240.190002,238.130005,238.979996,224.446335,270313700
2017-05-15,239.470001,240.669998,235.429993,238.309998,223.817108,507393900
2017-05-22,238.899994,242.080002,238.820007,241.710007,227.010330,266981600
2017-05-29,241.339996,244.350006,240.639999,244.169998,229.320724,284626000
2017-06-05,243.970001,245.009995,241.949997,243.410004,228.606979,347425600
2017-06-12,243.130005,244.869995,241.630005,242.639999,227.883789,375795400
2017-06-19,243.589996,244.729996,242.410004,243.130005,229.457535,289142700
2017-06-26,243.899994,244.380005,239.960007,241.800003,228.202301,402761200
2017-07-03,242.880005,243.380005,240.339996,242.110001,228.494888,216954500
2017-07-10,242.110001,245.970001,240.850006,245.559998,231.750885,246362600
2017-07-17,245.470001,247.419998,244.669998,246.880005,232.996658,256784700
2017-07-24,246.789993,248.000000,245.679993,246.910004,233.024963,269968300
2017-07-31,247.369995,247.789993,246.369995,247.410004,233.496872,269148100
2017-08-07,247.490005,248.910004,243.699997,244.119995,230.391830,351696400
2017-08-14,245.589996,247.570007,242.199997,242.710007,229.061157,450488500
2017-08-21,242.639999,245.619995,241.830002,244.559998,230.807144,294001200
2017-08-28,245.169998,248.330002,242.929993,247.839996,233.902664,319543000
2017-09-04,247.259995,247.520004,244.949997,246.580002,232.713516,271183200
2017-09-11,248.039993,250.320007,248.020004,249.190002,235.176743,378367500
2017-09-18,249.610001,250.190002,248.919998,249.440002,236.580978,252342800
2017-09-25,249.149994,251.320007,248.080002,251.229996,238.278702,322504600
2017-10-02,251.490005,254.699997,251.289993,254.369995,241.256805,325955600
2017-10-09,254.630005,255.270004,253.649994,254.949997,241.806946,228400300
2017-10-16,255.210007,257.140015,254.350006,257.109985,243.855560,261751200
2017-10-23,257.480011,257.890015,254.000000,257.709991,244.424637,389927000
2017-10-30,256.470001,258.500000,256.190002,258.450012,245.126511,284832400
2017-11-06,258.299988,259.350006,256.359985,258.089996,244.785034,312694600
2017-11-13,257.309998,259.040009,255.630005,257.859985,244.566895,335889100
2017-11-20,258.140015,260.480011,257.859985,260.359985,246.938019,190142200
2017-11-27,260.410004,266.049988,260.000000,264.459991,250.826675,521044000
2017-12-04,266.309998,266.799988,262.709991,265.510010,251.822586,401716200
2017-12-11,266.309998,267.559998,265.390015,266.510010,252.771027,516455700
2017-12-18,268.100006,268.600006,266.690002,267.510010,255.016312,388541200
2017-12-25,267.049988,268.549988,266.640015,266.859985,254.396698,244118900
2018-01-01,267.839996,273.559998,267.399994,273.420013,260.650299,340886500
2018-01-08,273.309998,278.109985,272.920013,277.920013,264.940186,337325100
2018-01-15,279.350006,280.410004,276.179993,280.410004,267.313843,461462000
2018-01-22,280.170013,286.630005,280.109985,286.579987,273.195648,515553600
2018-01-29,285.929993,286.429993,275.410004,275.450012,262.585510,593556800
2018-02-05,273.450012,275.850006,252.919998,261.500000,249.287033,1347099500
2018-02-12,263.829987,275.320007,261.660004,273.109985,260.354767,617315700
2018-02-19,272.029999,274.720001,269.640015,274.709991,261.880035,388531100
2018-02-26,275.929993,278.920013,264.820007,269.079987,256.513031,623436700
2018-03-05,267.730011,278.869995,267.609985,278.869995,265.845795,444110600
2018-03-12,279.200012,280.410004,274.140015,274.200012,261.393890,453565500
2018-03-19,273.350006,274.399994,257.829987,258.049988,246.983398,579996000
2018-03-26,262.130005,266.769989,258.579987,263.149994,251.864670,529951400
2018-04-02,262.549988,266.640015,254.669998,259.720001,248.581741,692132300
2018-04-09,261.369995,267.540009,259.940002,265.149994,253.778854,454081800
2018-04-16,267.000000,271.299988,265.609985,266.609985,255.176270,363000200
2018-04-23,267.260010,267.980011,260.850006,266.559998,255.128433,407069900
2018-04-30,267.260010,267.890015,259.049988,266.019989,254.611557,470288200
2018-05-07,266.890015,273.149994,265.149994,272.850006,261.148682,314405600
2018-05-14,273.339996,274.079987,270.029999,271.329987,259.693817,316673700
2018-05-21,273.010010,274.250000,270.779999,272.149994,260.478699,308105100
2018-05-28,270.309998,273.940002,267.760010,273.600006,261.866486,350365300
2018-06-04,274.529999,278.279999,274.179993,278.190002,266.259674,304361500
2018-06-11,278.440002,279.480011,275.350006,277.130005,265.245148,407431300
2018-06-18,275.489990,276.720001,273.529999,274.739990,264.138428,330194500
2018-06-25,273.440002,273.869995,268.489990,271.279999,260.811951,485755300
2018-07-02,269.510010,275.839996,269.239990,275.420013,264.792145,229161500
2018-07-09,276.549988,279.929993,276.500000,279.589996,268.801239,287912600
2018-07-16,279.640015,281.179993,278.410004,279.679993,268.887787,288859800
2018-07-23,279.450012,284.369995,279.059998,281.420013,270.560638,328645600
2018-07-30,281.510010,283.660004,279.160004,283.600006,272.656494,303528100
2018-08-06,283.640015,286.010010,282.359985,283.160004,272.233521,237505100
2018-08-13,283.470001,285.559998,280.160004,285.059998,274.060150,348086700
2018-08-20,285.570007,287.670013,285.059998,287.510010,276.415619,258765100
2018-08-27,288.859985,291.739990,288.679993,290.309998,279.107544,292871700
2018-09-03,289.839996,290.209991,286.709991,287.600006,276.502167,269481500
2018-09-10,288.739990,291.269989,286.980011,290.880005,279.655579,266666300
2018-09-17,290.820007,293.940002,289.029999,291.989990,280.722717,385095300
2018-09-24,291.339996,292.239990,289.410004,290.720001,280.766968,306860200
2018-10-01,292.109985,293.209991,286.220001,287.820007,277.966278,391529300
2018-10-08,287.049988,288.859985,270.359985,275.950012,266.502686,834839200
2018-10-15,275.549988,281.149994,274.299988,276.250000,266.792419,605604600
2018-10-22,277.000000,277.359985,262.290009,265.329987,256.246246,746211300
2018-10-29,268.799988,275.230011,259.850006,271.890015,262.581726,668290500
2018-11-05,272.440002,281.220001,271.350006,277.760010,268.250732,392858000
2018-11-12,277.190002,277.459991,267.010010,273.730011,264.358673,584955500
2018-11-19,273.049988,273.380005,263.070007,263.250000,254.237457,357454600
2018-11-26,265.779999,276.279999,265.339996,275.649994,266.212921,463664000
2018-12-03,280.279999,280.399994,262.440002,263.570007,254.546509,646366600
2018-12-10,263.369995,269.000000,258.619995,260.470001,251.552628,584550800
